schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,nifty_last,nifty_pchange,bank_last,bank_pchange,it_last,it_pchange,fin_service_last,fin_service_pchange,fmcg_last,fmcg_pchange,auto_last,auto_pchange,metal_last,metal_pchange,pharma_last,pharma_pchange,energy_last,energy_pchange,psu_bank_last,psu_bank_pchange,realty_last,realty_pchange,midcap_select_last,midcap_select_pchange,infra_last,infra_pchange
2.1.0,20260828_122803_000,2026-08-28T12:28:03+05:30,2026-08-28T12:28:03+05:30,Asia/Kolkata,NSE,24092.7,0.01,57356.55,-0.27,31150.7,3.08,26217.7,-0.24,46734.05,-0.63,28748.2,-0.47,13415.45,-0.07,26863.35,0.05,37953.95,-0.39,8568.4,-0.23,904.9,-0.52,,,9214.65,-0.25
2.1.0,20260828_122903_000,2026-08-28T12:29:03+05:30,2026-08-28T12:29:03+05:30,Asia/Kolkata,NSE,24092.35,0.01,57354.45,-0.27,31159.6,3.11,26215.8,-0.25,46731.8,-0.64,28739.2,-0.5,13417.75,-0.06,26865.9,0.06,37952.45,-0.4,8568.2,-0.23,904.8,-0.53,,,9213.95,-0.26
2.1.0,20260828_123003_000,2026-08-28T12:30:03+05:30,2026-08-28T12:30:03+05:30,Asia/Kolkata,NSE,24095.1,0.02,57373.6,-0.24,31151.3,3.08,26225.95,-0.21,46742.55,-0.61,28738.2,-0.5,13413.85,-0.08,26863.15,0.05,37952.2,-0.4,8568.4,-0.23,905.15,-0.49,,,9213.75,-0.26
2.1.0,20260828_123103_000,2026-08-28T12:31:03+05:30,2026-08-28T12:31:03+05:30,Asia/Kolkata,NSE,24096.05,0.02,57378.05,-0.23,31150.85,3.08,26225.4,-0.21,46740.8,-0.62,28723.4,-0.55,13417.2,-0.06,26870.25,0.08,37957.25,-0.38,8569.5,-0.21,905.2,-0.48,,,9214.65,-0.25
2.1.0,20260828_123202_999,2026-08-28T12:32:02+05:30,2026-08-28T12:32:02+05:30,Asia/Kolkata,NSE,24098.3,0.03,57379.05,-0.23,31134.95,3.02,26224.5,-0.21,46722.05,-0.66,28715.35,-0.58,13430.8,0.04,26867.55,0.07,37979.05,-0.33,8572.4,-0.18,905.25,-0.48,,,9219.35,-0.2
2.1.0,20260828_123303_001,2026-08-28T12:33:03+05:30,2026-08-28T12:33:03+05:30,Asia/Kolkata,NSE,24100.35,0.04,57377.5,-0.23,31146.5,3.06,26224.4,-0.21,46710.7,-0.68,28730.7,-0.53,13431.3,0.05,26880.85,0.12,37985.9,-0.31,8570.9,-0.2,905.25,-0.48,,,9221.4,-0.18
2.1.0,20260828_123403_000,2026-08-28T12:34:03+05:30,2026-08-28T12:34:03+05:30,Asia/Kolkata,NSE,24100.3,0.04,57375.1,-0.23,31138.6,3.04,26221.85,-0.22,46708.95,-0.68,28725.25,-0.55,13441.1,0.12,26872.4,0.09,37981.95,-0.32,8569.35,-0.21,904.9,-0.52,,,9221.8,-0.17
2.1.0,20260828_123503_000,2026-08-28T12:35:03+05:30,2026-08-28T12:35:03+05:30,Asia/Kolkata,NSE,24101.9,0.05,57385.6,-0.22,31133.6,3.02,26225.65,-0.21,46715.0,-0.67,28718.3,-0.57,13441.1,0.12,26875.1,0.1,37981.15,-0.32,8570.05,-0.21,905.25,-0.48,,,9222.75,-0.16
2.1.0,20260828_123602_999,2026-08-28T12:36:02+05:30,2026-08-28T12:36:02+05:30,Asia/Kolkata,NSE,24101.4,0.04,57371.3,-0.24,31137.65,3.03,26220.35,-0.23,46723.15,-0.65,28718.55,-0.57,13425.4,0.0,26875.25,0.1,37980.0,-0.33,8568.25,-0.23,905.1,-0.49,,,9222.4,-0.17
2.1.0,20260828_123703_000,2026-08-28T12:37:03+05:30,2026-08-28T12:37:03+05:30,Asia/Kolkata,NSE,24103.2,0.05,57378.4,-0.23,31137.3,3.03,26224.75,-0.21,46726.55,-0.65,28724.65,-0.55,13423.25,-0.01,26876.55,0.1,37982.2,-0.32,8566.95,-0.24,905.15,-0.49,,,9221.1,-0.18
2.1.0,20260828_123803_000,2026-08-28T12:38:03+05:30,2026-08-28T12:38:03+05:30,Asia/Kolkata,NSE,24102.6,0.05,57381.0,-0.22,31150.2,3.07,26226.4,-0.21,46716.55,-0.67,28726.85,-0.54,13418.05,-0.05,26880.3,0.12,37983.8,-0.32,8566.75,-0.25,905.45,-0.46,,,9220.35,-0.19
2.1.0,20260828_123903_000,2026-08-28T12:39:03+05:30,2026-08-28T12:39:03+05:30,Asia/Kolkata,NSE,24103.9,0.05,57384.45,-0.22,31149.35,3.07,26228.3,-0.2,46724.85,-0.65,28726.7,-0.54,13421.4,-0.03,26876.6,0.1,37984.6,-0.31,8570.9,-0.2,905.45,-0.46,,,9221.55,-0.18
2.1.0,20260828_124003_000,2026-08-28T12:40:03+05:30,2026-08-28T12:40:03+05:30,Asia/Kolkata,NSE,24105.35,0.06,57390.0,-0.21,31156.45,3.09,26231.75,-0.19,46721.2,-0.66,28730.8,-0.53,13420.7,-0.03,26870.55,0.08,37981.05,-0.32,8574.05,-0.16,905.55,-0.45,,,9220.25,-0.19
2.1.0,20260828_124103_000,2026-08-28T12:41:03+05:30,2026-08-28T12:41:03+05:30,Asia/Kolkata,NSE,24105.2,0.06,57394.5,-0.2,31144.35,3.05,26231.75,-0.19,46713.65,-0.67,28745.05,-0.48,13419.4,-0.04,26875.8,0.1,37977.65,-0.33,8575.5,-0.14,905.5,-0.45,,,9220.05,-0.19
2.1.0,20260828_124203_000,2026-08-28T12:42:03+05:30,2026-08-28T12:42:03+05:30,Asia/Kolkata,NSE,24105.0,0.06,57390.55,-0.21,31147.25,3.06,26230.55,-0.19,46715.3,-0.67,28748.2,-0.47,13419.2,-0.04,26870.6,0.08,37975.45,-0.34,8574.7,-0.15,905.65,-0.43,,,9220.0,-0.19
2.1.0,20260828_124303_000,2026-08-28T12:43:03+05:30,2026-08-28T12:43:03+05:30,Asia/Kolkata,NSE,24105.15,0.06,57393.95,-0.2,31151.8,3.08,26232.8,-0.18,46715.4,-0.67,28751.45,-0.46,13417.75,-0.06,26868.75,0.07,37973.75,-0.34,8574.35,-0.16,905.75,-0.42,,,9220.0,-0.19
2.1.0,20260828_124403_000,2026-08-28T12:44:03+05:30,2026-08-28T12:44:03+05:30,Asia/Kolkata,NSE,24106.85,0.07,57398.15,-0.19,31163.3,3.12,26235.1,-0.17,46716.75,-0.67,28755.1,-0.44,13420.9,-0.03,26871.9,0.09,37971.65,-0.35,8576.65,-0.13,905.4,-0.46,,,9219.65,-0.2
2.1.0,20260828_124502_999,2026-08-28T12:45:02+05:30,2026-08-28T12:45:02+05:30,Asia/Kolkata,NSE,24104.1,0.06,57398.95,-0.19,31164.15,3.12,26231.3,-0.19,46729.25,-0.64,28747.65,-0.47,13422.55,-0.02,26874.7,0.1,37965.0,-0.36,8577.6,-0.12,905.15,-0.49,,,9218.5,-0.21
2.1.0,20260828_124602_999,2026-08-28T12:46:02+05:30,2026-08-28T12:46:02+05:30,Asia/Kolkata,NSE,24103.3,0.05,57398.45,-0.19,31162.85,3.12,26230.85,-0.19,46728.55,-0.64,28739.4,-0.5,13424.25,-0.01,26877.45,0.11,37965.75,-0.36,8577.05,-0.13,905.4,-0.46,,,9219.3,-0.2
2.1.0,20260828_124702_999,2026-08-28T12:47:02+05:30,2026-08-28T12:47:02+05:30,Asia/Kolkata,NSE,24106.6,0.07,57413.2,-0.17,31164.4,3.12,26235.35,-0.17,46732.8,-0.63,28735.7,-0.51,13425.3,0.0,26884.75,0.13,37971.5,-0.35,8582.0,-0.07,905.45,-0.46,,,9219.9,-0.19
2.1.0,20260828_124803_000,2026-08-28T12:48:03+05:30,2026-08-28T12:48:03+05:30,Asia/Kolkata,NSE,24105.95,0.06,57410.35,-0.17,31168.55,3.13,26231.35,-0.19,46731.9,-0.63,28737.6,-0.51,13428.4,0.02,26884.9,0.13,37970.2,-0.35,8582.2,-0.07,906.0,-0.4,,,9220.4,-0.19
2.1.0,20260828_124903_000,2026-08-28T12:49:03+05:30,2026-08-28T12:49:03+05:30,Asia/Kolkata,NSE,24107.35,0.07,57418.0,-0.16,31180.55,3.17,26235.55,-0.17,46710.0,-0.68,28738.55,-0.5,13426.45,0.01,26881.0,0.12,37964.45,-0.37,8581.15,-0.08,905.85,-0.41,,,9220.4,-0.19
2.1.0,20260828_125003_000,2026-08-28T12:50:03+05:30,2026-08-28T12:50:03+05:30,Asia/Kolkata,NSE,24108.45,0.07,57411.75,-0.17,31197.85,3.23,26234.15,-0.18,46705.8,-0.69,28735.65,-0.51,13433.85,0.06,26878.05,0.11,37962.25,-0.37,8579.6,-0.1,905.75,-0.42,,,9219.95,-0.19
2.1.0,20260828_125103_000,2026-08-28T12:51:03+05:30,2026-08-28T12:51:03+05:30,Asia/Kolkata,NSE,24106.7,0.07,57406.35,-0.18,31210.5,3.27,26232.35,-0.18,46705.05,-0.69,28735.15,-0.51,13431.5,0.05,26880.0,0.12,37951.45,-0.4,8579.55,-0.1,905.65,-0.43,,,9217.8,-0.22
2.1.0,20260828_125202_999,2026-08-28T12:52:02+05:30,2026-08-28T12:52:02+05:30,Asia/Kolkata,NSE,24107.25,0.07,57401.2,-0.19,31230.35,3.34,26231.9,-0.19,46687.5,-0.73,28731.55,-0.53,13432.2,0.05,26872.5,0.09,37949.4,-0.41,8578.0,-0.11,905.45,-0.46,,,9216.65,-0.23
2.1.0,20260828_125303_000,2026-08-28T12:53:03+05:30,2026-08-28T12:53:03+05:30,Asia/Kolkata,NSE,24109.25,0.08,57396.35,-0.2,31248.35,3.4,26230.25,-0.19,46683.05,-0.74,28738.45,-0.5,13436.95,0.09,26878.5,0.11,37941.15,-0.43,8576.15,-0.14,905.35,-0.47,,,9216.95,-0.23
2.1.0,20260828_125403_000,2026-08-28T12:54:03+05:30,2026-08-28T12:54:03+05:30,Asia/Kolkata,NSE,24106.95,0.07,57390.95,-0.21,31256.3,3.43,26225.45,-0.21,46684.55,-0.74,28735.6,-0.51,13437.4,0.09,26879.25,0.11,37944.8,-0.42,8577.85,-0.12,905.3,-0.47,,,9217.25,-0.22
2.1.0,20260828_125503_000,2026-08-28T12:55:03+05:30,2026-08-28T12:55:03+05:30,Asia/Kolkata,NSE,24105.7,0.06,57384.75,-0.22,31235.6,3.36,26224.0,-0.22,46679.2,-0.75,28735.0,-0.51,13437.9,0.09,26880.6,0.12,37950.65,-0.4,8577.6,-0.12,905.25,-0.48,,,9218.25,-0.21
2.1.0,20260828_125602_999,2026-08-28T12:56:02+05:30,2026-08-28T12:56:02+05:30,Asia/Kolkata,NSE,24103.6,0.05,57384.5,-0.22,31224.9,3.32,26223.6,-0.22,46682.85,-0.74,28711.85,-0.59,13441.3,0.12,26877.95,0.11,37949.65,-0.4,8577.35,-0.12,905.1,-0.49,,,9217.4,-0.22
2.1.0,20260828_125703_000,2026-08-28T12:57:03+05:30,2026-08-28T12:57:03+05:30,Asia/Kolkata,NSE,24103.55,0.05,57384.8,-0.22,31228.65,3.33,26220.35,-0.23,46694.9,-0.71,28714.1,-0.59,13443.85,0.14,26878.25,0.11,37947.05,-0.41,8578.55,-0.11,905.15,-0.49,,,9217.45,-0.22
2.1.0,20260828_125803_000,2026-08-28T12:58:03+05:30,2026-08-28T12:58:03+05:30,Asia/Kolkata,NSE,24101.9,0.05,57378.25,-0.23,31215.5,3.29,26223.6,-0.22,46674.55,-0.76,28709.55,-0.6,13440.45,0.11,26877.3,0.11,37944.25,-0.42,8577.05,-0.13,905.3,-0.47,,,9217.9,-0.22
2.1.0,20260828_125903_000,2026-08-28T12:59:03+05:30,2026-08-28T12:59:03+05:30,Asia/Kolkata,NSE,24100.4,0.04,57371.9,-0.24,31216.7,3.29,26221.85,-0.22,46683.55,-0.74,28697.15,-0.65,13445.2,0.15,26883.55,0.13,37944.75,-0.42,8575.6,-0.14,905.25,-0.48,,,9217.6,-0.22
2.1.0,20260828_130003_000,2026-08-28T13:00:03+05:30,2026-08-28T13:00:03+05:30,Asia/Kolkata,NSE,24098.2,0.03,57349.35,-0.28,31237.45,3.36,26210.45,-0.27,46687.1,-0.73,28721.55,-0.56,13449.45,0.18,26891.65,0.16,37946.85,-0.41,8576.5,-0.13,905.1,-0.49,,,9218.0,-0.21
2.1.0,20260828_130103_000,2026-08-28T13:01:03+05:30,2026-08-28T13:01:03+05:30,Asia/Kolkata,NSE,24097.9,0.03,57345.25,-0.29,31243.0,3.38,26208.65,-0.27,46705.25,-0.69,28716.45,-0.58,13448.05,0.17,26895.4,0.17,37949.7,-0.4,8572.15,-0.18,905.0,-0.51,,,9218.0,-0.21
2.1.0,20260828_130203_000,2026-08-28T13:02:03+05:30,2026-08-28T13:02:03+05:30,Asia/Kolkata,NSE,24095.65,0.02,57342.15,-0.29,31240.5,3.37,26209.85,-0.27,46708.95,-0.68,28714.3,-0.59,13445.75,0.15,26899.45,0.19,37954.3,-0.39,8573.35,-0.17,904.8,-0.53,,,9215.7,-0.24
2.1.0,20260828_130303_001,2026-08-28T13:03:03+05:30,2026-08-28T13:03:03+05:30,Asia/Kolkata,NSE,24095.7,0.02,57337.9,-0.3,31240.85,3.37,26205.4,-0.29,46703.1,-0.7,28704.7,-0.62,13443.05,0.13,26897.15,0.18,37959.0,-0.38,8573.9,-0.16,904.65,-0.54,,,9217.2,-0.22
2.1.0,20260828_130403_041,2026-08-28T13:04:03+05:30,2026-08-28T13:04:03+05:30,Asia/Kolkata,NSE,24097.6,0.03,57342.05,-0.29,31222.25,3.31,26208.45,-0.27,46708.1,-0.69,28706.55,-0.61,13447.4,0.17,26896.55,0.18,37959.1,-0.38,8573.25,-0.17,904.75,-0.53,,,9218.25,-0.21
2.1.0,20260828_130503_000,2026-08-28T13:05:03+05:30,2026-08-28T13:05:03+05:30,Asia/Kolkata,NSE,24093.45,0.01,57337.85,-0.3,31219.55,3.3,26206.9,-0.28,46694.5,-0.71,28692.65,-0.66,13448.75,0.18,26892.75,0.16,37958.6,-0.38,8572.75,-0.18,904.7,-0.54,,,9216.8,-0.23
2.1.0,20260828_130603_004,2026-08-28T13:06:03+05:30,2026-08-28T13:06:03+05:30,Asia/Kolkata,NSE,24090.35,-0.0,57331.65,-0.31,31231.1,3.34,26203.6,-0.29,46694.05,-0.72,28692.45,-0.66,13449.0,0.18,26889.55,0.15,37957.15,-0.39,8572.1,-0.18,904.55,-0.56,,,9215.4,-0.24
2.1.0,20260828_130703_001,2026-08-28T13:07:03+05:30,2026-08-28T13:07:03+05:30,Asia/Kolkata,NSE,24093.7,0.01,57332.05,-0.31,31227.1,3.33,26203.7,-0.29,46697.65,-0.71,28693.2,-0.66,13448.85,0.18,26893.35,0.17,37960.4,-0.38,8573.15,-0.17,904.6,-0.55,,,9219.25,-0.2
2.1.0,20260828_130803_000,2026-08-28T13:08:03+05:30,2026-08-28T13:08:03+05:30,Asia/Kolkata,NSE,24098.85,0.03,57348.85,-0.28,31232.15,3.35,26209.55,-0.27,46701.3,-0.7,28699.2,-0.64,13454.6,0.22,26894.15,0.17,37961.55,-0.37,8575.15,-0.15,904.45,-0.57,,,9220.2,-0.19
2.1.0,20260828_130903_004,2026-08-28T13:09:03+05:30,2026-08-28T13:09:03+05:30,Asia/Kolkata,NSE,24098.7,0.03,57344.35,-0.29,31240.55,3.37,26208.55,-0.27,46673.55,-0.76,28701.05,-0.63,13449.05,0.18,26895.9,0.18,37973.95,-0.34,8574.9,-0.15,904.45,-0.57,,,9222.7,-0.16
2.1.0,20260828_131003_000,2026-08-28T13:10:03+05:30,2026-08-28T13:10:03+05:30,Asia/Kolkata,NSE,24103.2,0.05,57348.35,-0.28,31272.3,3.48,26210.3,-0.27,46681.5,-0.74,28716.2,-0.58,13447.7,0.17,26897.5,0.18,37968.9,-0.35,8576.45,-0.13,904.5,-0.56,,,9224.85,-0.14
2.1.0,20260828_131103_000,2026-08-28T13:11:03+05:30,2026-08-28T13:11:03+05:30,Asia/Kolkata,NSE,24104.15,0.06,57331.7,-0.31,31302.65,3.58,26204.25,-0.29,46680.15,-0.74,28719.6,-0.57,13449.15,0.18,26898.1,0.18,37967.55,-0.36,8573.65,-0.16,904.6,-0.55,,,9224.4,-0.15
2.1.0,20260828_131203_000,2026-08-28T13:12:03+05:30,2026-08-28T13:12:03+05:30,Asia/Kolkata,NSE,24108.6,0.07,57337.1,-0.3,31311.9,3.61,26206.85,-0.28,46687.45,-0.73,28729.5,-0.53,13456.7,0.23,26899.15,0.19,37970.75,-0.35,8575.25,-0.15,904.55,-0.56,,,9226.3,-0.12
2.1.0,20260828_131303_000,2026-08-28T13:13:03+05:30,2026-08-28T13:13:03+05:30,Asia/Kolkata,NSE,24104.4,0.06,57319.85,-0.33,31292.8,3.55,26198.25,-0.31,46691.4,-0.72,28729.3,-0.53,13463.05,0.28,26901.35,0.2,37972.5,-0.34,8574.1,-0.16,904.6,-0.55,,,9226.3,-0.12
2.1.0,20260828_131403_000,2026-08-28T13:14:03+05:30,2026-08-28T13:14:03+05:30,Asia/Kolkata,NSE,24105.0,0.06,57322.25,-0.33,31284.4,3.52,26201.25,-0.3,46685.85,-0.73,28732.35,-0.52,13467.3,0.31,26896.85,0.18,37975.5,-0.34,8575.55,-0.14,905.15,-0.49,,,9227.6,-0.11
2.1.0,20260828_131503_001,2026-08-28T13:15:03+05:30,2026-08-28T13:15:03+05:30,Asia/Kolkata,NSE,24103.6,0.05,57321.75,-0.33,31279.65,3.5,26200.2,-0.31,46687.9,-0.73,28729.5,-0.53,13466.8,0.31,26896.85,0.18,37980.1,-0.33,8576.95,-0.13,904.7,-0.54,,,9226.8,-0.12
2.1.0,20260828_131603_000,2026-08-28T13:16:03+05:30,2026-08-28T13:16:03+05:30,Asia/Kolkata,NSE,24104.95,0.06,57320.4,-0.33,31282.55,3.51,26200.1,-0.31,46685.45,-0.73,28739.45,-0.5,13471.35,0.34,26902.05,0.2,37976.55,-0.33,8577.25,-0.12,904.65,-0.54,,,9227.15,-0.12
2.1.0,20260828_131703_001,2026-08-28T13:17:03+05:30,2026-08-28T13:17:03+05:30,Asia/Kolkata,NSE,24102.35,0.05,57319.25,-0.33,31255.3,3.42,26197.9,-0.31,46658.3,-0.79,28737.5,-0.51,13470.5,0.34,26898.95,0.19,37975.4,-0.34,8577.0,-0.13,904.55,-0.56,,,9227.85,-0.11
2.1.0,20260828_131803_000,2026-08-28T13:18:03+05:30,2026-08-28T13:18:03+05:30,Asia/Kolkata,NSE,24104.35,0.06,57319.75,-0.33,31256.8,3.43,26198.85,-0.31,46661.4,-0.78,28742.15,-0.49,13470.4,0.34,26914.8,0.25,37975.15,-0.34,8573.3,-0.17,904.45,-0.57,,,9228.25,-0.1
2.1.0,20260828_131903_011,2026-08-28T13:19:03+05:30,2026-08-28T13:19:03+05:30,Asia/Kolkata,NSE,24108.95,0.08,57331.25,-0.31,31268.65,3.47,26203.5,-0.29,46668.4,-0.77,28733.95,-0.52,13476.65,0.38,26915.75,0.25,37983.2,-0.32,8573.3,-0.17,904.5,-0.56,,,9228.0,-0.11
2.1.0,20260828_132003_000,2026-08-28T13:20:03+05:30,2026-08-28T13:20:03+05:30,Asia/Kolkata,NSE,24107.8,0.07,57326.3,-0.32,31265.05,3.45,26201.55,-0.3,46680.8,-0.74,28735.75,-0.51,13475.3,0.37,26912.05,0.24,37982.9,-0.32,8575.15,-0.15,904.65,-0.54,,,9227.75,-0.11
2.1.0,20260828_132103_000,2026-08-28T13:21:03+05:30,2026-08-28T13:21:03+05:30,Asia/Kolkata,NSE,24108.25,0.07,57325.9,-0.32,31260.75,3.44,26201.1,-0.3,46687.05,-0.73,28733.8,-0.52,13477.05,0.39,26913.05,0.24,37981.35,-0.32,8577.9,-0.12,904.6,-0.55,,,9228.7,-0.1
2.1.0,20260828_132203_000,2026-08-28T13:22:03+05:30,2026-08-28T13:22:03+05:30,Asia/Kolkata,NSE,24108.9,0.07,57325.25,-0.32,31255.05,3.42,26204.95,-0.29,46685.95,-0.73,28737.6,-0.51,13476.8,0.38,26920.65,0.27,37981.8,-0.32,8575.7,-0.14,904.9,-0.52,,,9228.35,-0.1
2.1.0,20260828_132303_000,2026-08-28T13:23:03+05:30,2026-08-28T13:23:03+05:30,Asia/Kolkata,NSE,24111.55,0.09,57341.8,-0.29,31228.55,3.33,26208.05,-0.28,46698.15,-0.71,28738.1,-0.5,13479.5,0.4,26922.2,0.27,37995.15,-0.29,8580.55,-0.08,905.15,-0.49,,,9232.15,-0.06
2.1.0,20260828_132403_000,2026-08-28T13:24:03+05:30,2026-08-28T13:24:03+05:30,Asia/Kolkata,NSE,24109.45,0.08,57345.65,-0.29,31215.8,3.29,26208.4,-0.27,46686.65,-0.73,28738.15,-0.5,13472.45,0.35,26925.1,0.28,37996.1,-0.28,8581.25,-0.08,905.25,-0.48,,,9232.55,-0.06
2.1.0,20260828_132503_000,2026-08-28T13:25:03+05:30,2026-08-28T13:25:03+05:30,Asia/Kolkata,NSE,24110.45,0.08,57345.25,-0.29,31224.4,3.32,26205.25,-0.29,46681.4,-0.74,28740.3,-0.5,13472.6,0.35,26941.95,0.35,38002.95,-0.27,8581.75,-0.07,905.6,-0.44,,,9232.65,-0.06
2.1.0,20260828_132603_000,2026-08-28T13:26:03+05:30,2026-08-28T13:26:03+05:30,Asia/Kolkata,NSE,24109.6,0.08,57346.4,-0.28,31216.6,3.29,26209.25,-0.27,46688.05,-0.73,28739.15,-0.5,13467.7,0.32,26946.45,0.36,37997.65,-0.28,8579.85,-0.09,905.6,-0.44,,,9230.75,-0.08
2.1.0,20260828_132702_999,2026-08-28T13:27:02+05:30,2026-08-28T13:27:02+05:30,Asia/Kolkata,NSE,24113.25,0.09,57358.15,-0.26,31213.65,3.28,26217.6,-0.24,46706.1,-0.69,28740.45,-0.5,13470.1,0.33,26945.6,0.36,37998.5,-0.28,8583.2,-0.05,905.7,-0.43,,,9231.25,-0.07
2.1.0,20260828_132803_000,2026-08-28T13:28:03+05:30,2026-08-28T13:28:03+05:30,Asia/Kolkata,NSE,24101.9,0.05,57318.9,-0.33,31207.0,3.26,26196.4,-0.32,46704.15,-0.69,28743.95,-0.48,13465.75,0.3,26942.65,0.35,38000.05,-0.27,8580.75,-0.08,905.65,-0.43,,,9230.3,-0.08
2.1.0,20260828_132903_000,2026-08-28T13:29:03+05:30,2026-08-28T13:29:03+05:30,Asia/Kolkata,NSE,24099.6,0.04,57314.65,-0.34,31202.5,3.25,26194.75,-0.33,46680.5,-0.74,28747.1,-0.47,13460.95,0.27,26928.25,0.3,37998.4,-0.28,8579.6,-0.1,905.5,-0.45,,,9230.0,-0.08
2.1.0,20260828_133003_000,2026-08-28T13:30:03+05:30,2026-08-28T13:30:03+05:30,Asia/Kolkata,NSE,24096.9,0.03,57322.3,-0.33,31198.15,3.23,26195.3,-0.32,46665.35,-0.78,28751.75,-0.46,13460.95,0.27,26928.8,0.3,37993.0,-0.29,8579.2,-0.1,905.55,-0.45,,,9228.75,-0.1
2.1.0,20260828_133102_999,2026-08-28T13:31:02+05:30,2026-08-28T13:31:02+05:30,Asia/Kolkata,NSE,24099.5,0.04,57334.1,-0.31,31200.45,3.24,26202.15,-0.3,46670.25,-0.77,28763.05,-0.42,13457.75,0.24,26929.55,0.3,37995.5,-0.28,8580.95,-0.08,905.9,-0.41,,,9229.35,-0.09
2.1.0,20260828_133203_000,2026-08-28T13:32:03+05:30,2026-08-28T13:32:03+05:30,Asia/Kolkata,NSE,24100.45,0.04,57336.6,-0.3,31200.1,3.24,26202.65,-0.3,46671.25,-0.76,28753.05,-0.45,13457.2,0.24,26928.25,0.3,37993.6,-0.29,8581.55,-0.07,905.8,-0.42,,,9229.0,-0.1
2.1.0,20260828_133303_000,2026-08-28T13:33:03+05:30,2026-08-28T13:33:03+05:30,Asia/Kolkata,NSE,24103.5,0.05,57350.3,-0.28,31205.45,3.26,26208.45,-0.27,46684.4,-0.74,28754.7,-0.45,13459.35,0.25,26927.7,0.29,37990.15,-0.3,8582.35,-0.06,906.55,-0.34,,,9228.65,-0.1
2.1.0,20260828_133403_002,2026-08-28T13:34:03+05:30,2026-08-28T13:34:03+05:30,Asia/Kolkata,NSE,24109.05,0.08,57360.45,-0.26,31214.9,3.29,26215.5,-0.25,46699.5,-0.7,28760.6,-0.43,13460.5,0.26,26931.85,0.31,37995.85,-0.28,8584.9,-0.03,906.55,-0.34,,,9230.35,-0.08
2.1.0,20260828_133502_999,2026-08-28T13:35:02+05:30,2026-08-28T13:35:02+05:30,Asia/Kolkata,NSE,24110.4,0.08,57364.3,-0.25,31212.8,3.28,26214.65,-0.25,46690.95,-0.72,28764.1,-0.41,13462.85,0.28,26931.4,0.31,38000.9,-0.27,8584.35,-0.04,906.7,-0.32,,,9231.6,-0.07
2.1.0,20260828_133603_000,2026-08-28T13:36:03+05:30,2026-08-28T13:36:03+05:30,Asia/Kolkata,NSE,24108.85,0.07,57359.4,-0.26,31209.95,3.27,26213.15,-0.26,46691.5,-0.72,28761.15,-0.42,13461.45,0.27,26921.05,0.27,38002.2,-0.27,8583.4,-0.05,906.65,-0.32,,,9231.8,-0.06
2.1.0,20260828_133703_000,2026-08-28T13:37:03+05:30,2026-08-28T13:37:03+05:30,Asia/Kolkata,NSE,24109.1,0.08,57363.95,-0.25,31220.55,3.31,26215.4,-0.25,46677.9,-0.75,28759.15,-0.43,13460.2,0.26,26925.95,0.29,37998.3,-0.28,8584.2,-0.04,906.8,-0.31,,,9230.75,-0.08
2.1.0,20260828_133802_999,2026-08-28T13:38:02+05:30,2026-08-28T13:38:02+05:30,Asia/Kolkata,NSE,24112.0,0.09,57383.45,-0.22,31216.3,3.29,26222.4,-0.22,46692.05,-0.72,28762.55,-0.42,13460.7,0.26,26924.55,0.28,38001.45,-0.27,8585.45,-0.03,906.55,-0.34,,,9231.4,-0.07
2.1.0,20260828_133903_002,2026-08-28T13:39:03+05:30,2026-08-28T13:39:03+05:30,Asia/Kolkata,NSE,24112.45,0.09,57382.55,-0.22,31214.55,3.29,26220.9,-0.23,46688.75,-0.73,28760.75,-0.42,13459.25,0.25,26923.75,0.28,37998.35,-0.28,8583.35,-0.05,906.45,-0.35,,,9231.45,-0.07
2.1.0,20260828_134003_000,2026-08-28T13:40:03+05:30,2026-08-28T13:40:03+05:30,Asia/Kolkata,NSE,24111.5,0.09,57382.65,-0.22,31204.95,3.26,26221.55,-0.22,46688.25,-0.73,28753.85,-0.45,13455.95,0.23,26915.75,0.25,38003.25,-0.26,8585.3,-0.03,906.5,-0.34,,,9232.75,-0.05
2.1.0,20260828_134103_000,2026-08-28T13:41:03+05:30,2026-08-28T13:41:03+05:30,Asia/Kolkata,NSE,24117.25,0.11,57402.5,-0.19,31207.6,3.26,26231.45,-0.19,46687.95,-0.73,28757.9,-0.43,13462.1,0.27,26918.8,0.26,38010.95,-0.24,8586.85,-0.01,906.6,-0.33,,,9234.15,-0.04
2.1.0,20260828_134203_000,2026-08-28T13:42:03+05:30,2026-08-28T13:42:03+05:30,Asia/Kolkata,NSE,24111.35,0.09,57382.2,-0.22,31189.45,3.2,26225.0,-0.21,46677.3,-0.75,28755.55,-0.44,13457.15,0.24,26913.55,0.24,38000.85,-0.27,8584.1,-0.04,905.8,-0.42,,,9232.7,-0.06
2.1.0,20260828_134303_000,2026-08-28T13:43:03+05:30,2026-08-28T13:43:03+05:30,Asia/Kolkata,NSE,24111.7,0.09,57389.35,-0.21,31190.05,3.21,26225.65,-0.21,46675.95,-0.75,28759.3,-0.43,13458.0,0.24,26898.25,0.18,37999.55,-0.27,8585.9,-0.02,905.55,-0.45,,,9231.8,-0.06
